,CD_ORGAO,NM_ORGAO,NR_LICITACAO,ANO_LICITACAO,CD_TIPO_MODALIDADE,NR_PROCESSO,ANO_PROCESSO,TP_OBJETO,CD_TIPO_FASE_ATUAL,TP_LICITACAO,DS_OBJETO,VL_LICITACAO,NR_DOCUMENTO,DT_PROPOSTA,VL_TOTAL_PROPOSTA,TP_RESULTADO_PROPOSTA,NR_LOTE,NR_ITEM,NR_ITEM_ORIGINAL,DS_ITEM,QT_ITENS,SG_UNIDADE_MEDIDA,VL_UNITARIO_HOMOLOGADO,VL_TOTAL_HOMOLOGADO,TP_DOCUMENTO
31,59800,PM DE SÃO VICENTE DO SUL,10.0,2016,PRP,116,2016,COM,ADH,MPR,FORNECIMENTO DE CARGAS DE GÁS DE COZINHA P13 E CARGAS DE ÁGUA MINERAL 20 LITROS SEM GÁS,28124.0,5530737000130,2016-05-12,20400.0,C,1,2,2,"GÁS DE COZINHA P13 (propano e butano, altamente tóxico e inflamável, tipo a granel residencial, acondicionado em botijão) de acordo com a portaria nº 47, de 24/03/99 da ANP e NBR nº14024 da ABNT.",300.0,UN,68.0,20400.00,J
32,59800,PM DE SÃO VICENTE DO SUL,10.0,2016,PRP,116,2016,COM,ADH,MPR,FORNECIMENTO DE CARGAS DE GÁS DE COZINHA P13 E CARGAS DE ÁGUA MINERAL 20 LITROS SEM GÁS,28124.0,15733778000187,2016-05-12,3198.0,C,1,1,1,"ÁGUA MINERAL 20 LITROS (natural, potável, sem gás ou adicionada de sais, em garrafão de policarbonato ou polietileno, retornável, azul-claro, super transparente, resistente a impacto, e devidamente higienizados. Rótulo contendo a origem da água mineral como: nome da fonte, natureza da água, localidade, data e número de concessão da lavra, prazo de validade.",200.0,UN,15.99,3198.00,J
33,62700,PM DE VERA CRUZ,4.0,2016,PRP,010,2016,COM,ADH,MPR,Aquisição de peças para retroescavadeira Randon RK 406B n°18.,3973.58,845464000107,2016-02-11,2900.0,C,1,5,5,Porca,1.0,PC,39.9,39.90,J
34,62700,PM DE VERA CRUZ,4.0,2016,PRP,010,2016,COM,ADH,MPR,Aquisição de peças para retroescavadeira Randon RK 406B n°18.,3973.58,845464000107,2016-02-11,2900.0,C,1,11,11,Anel quadrado,2.0,PC,17.99,35.98,J
35,62700,PM DE VERA CRUZ,4.0,2016,PRP,010,2016,COM,ADH,MPR,Aquisição de peças para retroescavadeira Randon RK 406B n°18.,3973.58,845464000107,2016-02-11,2900.0,C,1,9,9,Placa separadora,2.0,PC,127.0,254.00,J
36,62700,PM DE VERA CRUZ,4.0,2016,PRP,010,2016,COM,ADH,MPR,Aquisição de peças para retroescavadeira Randon RK 406B n°18.,3973.58,845464000107,2016-02-11,2900.0,C,1,7,7,Rolamento,1.0,PC,77.53,77.53,J
37,62700,PM DE VERA CRUZ,4.0,2016,PRP,010,2016,COM,ADH,MPR,Aquisição de peças para retroescavadeira Randon RK 406B n°18.,3973.58,845464000107,2016-02-11,2900.0,C,1,4,4,Retentor,1.0,PC,9.99,9.99,J
38,62700,PM DE VERA CRUZ,4.0,2016,PRP,010,2016,COM,ADH,MPR,Aquisição de peças para retroescavadeira Randon RK 406B n°18.,3973.58,845464000107,2016-02-11,2900.0,C,1,8,8,Discos de atrito,4.0,PC,74.55,298.20,J
39,62700,PM DE VERA CRUZ,4.0,2016,PRP,010,2016,COM,ADH,MPR,Aquisição de peças para retroescavadeira Randon RK 406B n°18.,3973.58,845464000107,2016-02-11,2900.0,C,1,2,2,Rolamento,1.0,PC,169.0,169.00,J
40,62700,PM DE VERA CRUZ,4.0,2016,PRP,010,2016,COM,ADH,MPR,Aquisição de peças para retroescavadeira Randon RK 406B n°18.,3973.58,845464000107,2016-02-11,2900.0,C,1,12,12,Anel quadrado,2.0,PC,14.99,29.98,J
41,62700,PM DE VERA CRUZ,4.0,2016,PRP,010,2016,COM,ADH,MPR,Aquisição de peças para retroescavadeira Randon RK 406B n°18.,3973.58,845464000107,2016-02-11,2900.0,C,1,6,6,Kit diferencial,1.0,KIT,682.71,682.71,J
42,62700,PM DE VERA CRUZ,4.0,2016,PRP,010,2016,COM,ADH,MPR,Aquisição de peças para retroescavadeira Randon RK 406B n°18.,3973.58,845464000107,2016-02-11,2900.0,C,1,1,1,Coroa e pinhão,1.0,CJ,1088.73,1088.73,J
43,62700,PM DE VERA CRUZ,4.0,2016,PRP,010,2016,COM,ADH,MPR,Aquisição de peças para retroescavadeira Randon RK 406B n°18.,3973.58,845464000107,2016-02-11,2900.0,C,1,10,10,Placa separadora,2.0,PC,79.99,159.98,J
44,62700,PM DE VERA CRUZ,4.0,2016,PRP,010,2016,COM,ADH,MPR,Aquisição de peças para retroescavadeira Randon RK 406B n°18.,3973.58,845464000107,2016-02-11,2900.0,C,1,3,3,Rolamento,1.0,PC,54.0,54.00,J
45,53411,INST. DE PREV. E ASSIST. DOS SERV. MUNIC. DE N. HAMBURGO,7.0,2016,PRP,2016.52.300604,2016,COM,ADH,MPR,AQUISIÇÃO DE IMPRESSOS GRÁFICOS,26132.88,9630816000173,2016-04-26,17500.0,C,1,4,4,IMPRESSO: CAPA AMARELA PARA PROCESSO LICITATÓRIO,40.0,UN,4.0,160.00,J
46,53411,INST. DE PREV. E ASSIST. DOS SERV. MUNIC. DE N. HAMBURGO,7.0,2016,PRP,2016.52.300604,2016,COM,ADH,MPR,AQUISIÇÃO DE IMPRESSOS GRÁFICOS,26132.88,9630816000173,2016-04-26,17500.0,C,1,17,17,IMPRESSO: FOLHA DE OFÍCIO COM LOGOMARCA ,13100.0,UN,0.047,615.70,J
47,53411,INST. DE PREV. E ASSIST. DOS SERV. MUNIC. DE N. HAMBURGO,7.0,2016,PRP,2016.52.300604,2016,COM,ADH,MPR,AQUISIÇÃO DE IMPRESSOS GRÁFICOS,26132.88,9630816000173,2016-04-26,17500.0,C,1,32,32,IMPRESSO: REQUERIMENTO DE INCLUSÃO DE DEPENDENTES (BLOCOS CONFORME DESCRIÇÃO DO EDITAL TOTALIZANDO 50 FOLHAS),10.0,UN,6.7,67.00,J
48,53411,INST. DE PREV. E ASSIST. DOS SERV. MUNIC. DE N. HAMBURGO,7.0,2016,PRP,2016.52.300604,2016,COM,ADH,MPR,AQUISIÇÃO DE IMPRESSOS GRÁFICOS,26132.88,9630816000173,2016-04-26,17500.0,C,1,20,20,IMPRESSO: MEMORANDO COM LOGOMARCA FOLHA AVULSA,25000.0,UN,0.028999999999999998,725.00,J
49,53411,INST. DE PREV. E ASSIST. DOS SERV. MUNIC. DE N. HAMBURGO,7.0,2016,PRP,2016.52.300604,2016,COM,ADH,MPR,AQUISIÇÃO DE IMPRESSOS GRÁFICOS,26132.88,9630816000173,2016-04-26,17500.0,C,1,34,34,IMPRESSO: REQ. DE PAGAMENTO DE SERVIÇOS PRESTADOS (BLOCOS CONFORME DESCRIÇÃO DO EDITAL TOTALIZANDO 100 FOLHAS),50.0,UN,10.2,510.00,J
50,53411,INST. DE PREV. E ASSIST. DOS SERV. MUNIC. DE N. HAMBURGO,7.0,2016,PRP,2016.52.300604,2016,COM,ADH,MPR,AQUISIÇÃO DE IMPRESSOS GRÁFICOS,26132.88,9630816000173,2016-04-26,17500.0,C,1,12,12,IMPRESSO: ENCAMINHAMENTO MÉDICO CONTINUIDADE DE TRATAMENTO (BLOCOS CONFORME DESCRIÇÃO DO EDITAL TOTALIZANDO 50 FOLHAS),240.0,UN,1.12,268.80,J
51,53411,INST. DE PREV. E ASSIST. DOS SERV. MUNIC. DE N. HAMBURGO,7.0,2016,PRP,2016.52.300604,2016,COM,ADH,MPR,AQUISIÇÃO DE IMPRESSOS GRÁFICOS,26132.88,9630816000173,2016-04-26,17500.0,C,1,13,13,IMPRESSO: ENVELOPE OFÍCIO BRANCO COM TIMBRE,500.0,UN,0.3,150.00,J
52,53411,INST. DE PREV. E ASSIST. DOS SERV. MUNIC. DE N. HAMBURGO,7.0,2016,PRP,2016.52.300604,2016,COM,ADH,MPR,AQUISIÇÃO DE IMPRESSOS GRÁFICOS,26132.88,9630816000173,2016-04-26,17500.0,C,1,31,31,IMPRESSO: REQUERIMENTO DE EXCLUSÃO DE DEPENDENTES (BLOCOS CONFORME DESCRIÇÃO DO EDITAL TOTALIZANDO 50 FOLHAS),5.0,UN,11.29,56.45,J
53,53411,INST. DE PREV. E ASSIST. DOS SERV. MUNIC. DE N. HAMBURGO,7.0,2016,PRP,2016.52.300604,2016,COM,ADH,MPR,AQUISIÇÃO DE IMPRESSOS GRÁFICOS,26132.88,9630816000173,2016-04-26,17500.0,C,1,1,1,IMPRESSO: ANAMNESE(BLOCOS CONFORME DESCRIÇÃO DO EDITAL TOTALIZANDO 96 FOLHAS),36.0,UN,10.0,360.00,J
54,53411,INST. DE PREV. E ASSIST. DOS SERV. MUNIC. DE N. HAMBURGO,7.0,2016,PRP,2016.52.300604,2016,COM,ADH,MPR,AQUISIÇÃO DE IMPRESSOS GRÁFICOS,26132.88,9630816000173,2016-04-26,17500.0,C,1,15,15,IMPRESSO: FICHA DE AVALIAÇÃO – FISIOTERAPIA (BLOCOS CONFORME DESCRIÇÃO DO EDITAL TOTALIZANDO 50 FOLHAS),60.0,UN,3.65,219.00,J
55,53411,INST. DE PREV. E ASSIST. DOS SERV. MUNIC. DE N. HAMBURGO,7.0,2016,PRP,2016.52.300604,2016,COM,ADH,MPR,AQUISIÇÃO DE IMPRESSOS GRÁFICOS,26132.88,9630816000173,2016-04-26,17500.0,C,1,2,2,IMPRESSO: ATESTADO MÉDICO (BLOCOS CONFORME DESCRIÇÃO DO EDITAL TOTALIZANDO 100 FOLHAS),60.0,UN,7.5,450.00,J
56,53411,INST. DE PREV. E ASSIST. DOS SERV. MUNIC. DE N. HAMBURGO,7.0,2016,PRP,2016.52.300604,2016,COM,ADH,MPR,AQUISIÇÃO DE IMPRESSOS GRÁFICOS,26132.88,9630816000173,2016-04-26,17500.0,C,1,19,19,IMPRESSO: MARCAÇÃO DE CONSULTAS (BLOCOS CONFORME DESCRIÇÃO DO EDITAL TOTALIZANDO 50 FOLHAS),300.0,UN,0.66,198.00,J
57,53411,INST. DE PREV. E ASSIST. DOS SERV. MUNIC. DE N. HAMBURGO,7.0,2016,PRP,2016.52.300604,2016,COM,ADH,MPR,AQUISIÇÃO DE IMPRESSOS GRÁFICOS,26132.88,9630816000173,2016-04-26,17500.0,C,1,27,27,IMPRESSO: RECEITUÁRIO CONTROLE ESPECIAL (BLOCOS CONFORME DESCRIÇÃO DO EDITAL TOTALIZANDO 100 FOLHAS),300.0,UN,4.66,1398.00,J
58,53411,INST. DE PREV. E ASSIST. DOS SERV. MUNIC. DE N. HAMBURGO,7.0,2016,PRP,2016.52.300604,2016,COM,ADH,MPR,AQUISIÇÃO DE IMPRESSOS GRÁFICOS,26132.88,9630816000173,2016-04-26,17500.0,C,1,3,3,IMPRESSO: AUTORIZAÇÕES MÉDICAS – CAIXA COM 3000 FOLHAS,48.0,CX,125.0,6000.00,J
59,53411,INST. DE PREV. E ASSIST. DOS SERV. MUNIC. DE N. HAMBURGO,7.0,2016,PRP,2016.52.300604,2016,COM,ADH,MPR,AQUISIÇÃO DE IMPRESSOS GRÁFICOS,26132.88,9630816000173,2016-04-26,17500.0,C,1,16,16,IMPRESSO: FICHA PAUTADA GRANDE PACOTE COM 100,75.0,PAC,5.86,439.50,J
60,53411,INST. DE PREV. E ASSIST. DOS SERV. MUNIC. DE N. HAMBURGO,7.0,2016,PRP,2016.52.300604,2016,COM,ADH,MPR,AQUISIÇÃO DE IMPRESSOS GRÁFICOS,26132.88,9630816000173,2016-04-26,17500.0,C,1,18,18,IMPRESSO: GUIA DE ENCAMINHAMENTO MÉDICO (BLOCOS CONFORME DESCRIÇÃO DO EDITAL TOTALIZANDO 50 FOLHAS),200.0,UN,2.1,420.00,J
61,53411,INST. DE PREV. E ASSIST. DOS SERV. MUNIC. DE N. HAMBURGO,7.0,2016,PRP,2016.52.300604,2016,COM,ADH,MPR,AQUISIÇÃO DE IMPRESSOS GRÁFICOS,26132.88,9630816000173,2016-04-26,17500.0,C,1,23,23,IMPRESSO: ORDEM DE SERVIÇO (BLOCOS CONFORME DESCRIÇÃO DO EDITAL TOTALIZANDO 100 FOLHAS),10.0,UN,12.0,120.00,J
62,53411,INST. DE PREV. E ASSIST. DOS SERV. MUNIC. DE N. HAMBURGO,7.0,2016,PRP,2016.52.300604,2016,COM,ADH,MPR,AQUISIÇÃO DE IMPRESSOS GRÁFICOS,26132.88,9630816000173,2016-04-26,17500.0,C,1,25,25,IMPRESSO: PRONTUÁRIO INDIVIDUAL 1ª PÁGINA (BLOCOS CONFORME DESCRIÇÃO DO EDITAL TOTALIZANDO 100 FOLHAS),15.0,UN,8.0,120.00,J
63,53411,INST. DE PREV. E ASSIST. DOS SERV. MUNIC. DE N. HAMBURGO,7.0,2016,PRP,2016.52.300604,2016,COM,ADH,MPR,AQUISIÇÃO DE IMPRESSOS GRÁFICOS,26132.88,9630816000173,2016-04-26,17500.0,C,1,21,21,IMPRESSO: NOTA DE DÉBITOS DE SERVIÇOS COMPLEMENTARES (BLOCOS CONFORME DESCRIÇÃO DO EDITAL TOTALIZANDO 100 FOLHAS),15.0,UN,15.33,229.95,J
64,53411,INST. DE PREV. E ASSIST. DOS SERV. MUNIC. DE N. HAMBURGO,7.0,2016,PRP,2016.52.300604,2016,COM,ADH,MPR,AQUISIÇÃO DE IMPRESSOS GRÁFICOS,26132.88,9630816000173,2016-04-26,17500.0,C,1,7,7,IMPRESSO: COMPROVANTE (BLOCOS CONFORME DESCRIÇÃO DO EDITAL TOTALIZANDO 100 FOLHAS),420.0,UN,2.62,1100.40,J
65,53411,INST. DE PREV. E ASSIST. DOS SERV. MUNIC. DE N. HAMBURGO,7.0,2016,PRP,2016.52.300604,2016,COM,ADH,MPR,AQUISIÇÃO DE IMPRESSOS GRÁFICOS,26132.88,9630816000173,2016-04-26,17500.0,C,1,36,36,IMPRESSO: SOLICITAÇÃO DE TRIAGEM NUTRIÇÃO (BLOCOS COM DESCRIÇÃO CONFORME EDITAL TOTALIZANDO 50 FOLHAS),25.0,UN,3.24,81.00,J
66,53411,INST. DE PREV. E ASSIST. DOS SERV. MUNIC. DE N. HAMBURGO,7.0,2016,PRP,2016.52.300604,2016,COM,ADH,MPR,AQUISIÇÃO DE IMPRESSOS GRÁFICOS,26132.88,9630816000173,2016-04-26,17500.0,C,1,22,22,IMPRESSO: NOTIFICAÇÃO DE RECEITA AZUL B (TALÃO CONFORME DESCRIÇÃO DO EDITAL TOTALIZANDO 100 FOLHAS),30.0,UN,7.33,219.90,J
67,53411,INST. DE PREV. E ASSIST. DOS SERV. MUNIC. DE N. HAMBURGO,7.0,2016,PRP,2016.52.300604,2016,COM,ADH,MPR,AQUISIÇÃO DE IMPRESSOS GRÁFICOS,26132.88,9630816000173,2016-04-26,17500.0,C,1,11,11,IMPRESSO: DESPACHO (BLOCOS CONFORME DESCRIÇÃO DO EDITAL TOTALIZANDO 50 FOLHAS),150.0,UN,2.93,439.50,J
68,53411,INST. DE PREV. E ASSIST. DOS SERV. MUNIC. DE N. HAMBURGO,7.0,2016,PRP,2016.52.300604,2016,COM,ADH,MPR,AQUISIÇÃO DE IMPRESSOS GRÁFICOS,26132.88,9630816000173,2016-04-26,17500.0,C,1,33,33,IMPRESSO: REQUERIMENTO DE INCLUSÃO DE DEPENDENTES RESOLUÇÃO 06/2015 (BLOCOS CONFORME DESCRIÇÃO DO EDITAL TOTALIZANDO 50 FOLHAS),15.0,UN,4.66,69.90,J
69,53411,INST. DE PREV. E ASSIST. DOS SERV. MUNIC. DE N. HAMBURGO,7.0,2016,PRP,2016.52.300604,2016,COM,ADH,MPR,AQUISIÇÃO DE IMPRESSOS GRÁFICOS,26132.88,9630816000173,2016-04-26,17500.0,C,1,29,29,IMPRESSO: RELATÓRIO DE CONSULTAS MÉDICAS (BLOCOS CONFORME DESCRIÇÃO DO EDITAL TOTALIZANDO 100 FOLHAS),15.0,UN,19.33,289.95,J
70,53411,INST. DE PREV. E ASSIST. DOS SERV. MUNIC. DE N. HAMBURGO,7.0,2016,PRP,2016.52.300604,2016,COM,ADH,MPR,AQUISIÇÃO DE IMPRESSOS GRÁFICOS,26132.88,9630816000173,2016-04-26,17500.0,C,1,8,8,IMPRESSO: COMUNICAÇÃO INTERNA (BLOCOS CONFORME DESCRIÇÃO DO EDITAL TOTALIZANDO 50 FOLHAS),25.0,UN,2.8,70.00,J
